generic_name_raw,brand_name_raw,product_type,route,source
glyoxal,,RXNORM_IN,,RxNorm:IN
glyoxal trimer,,RXNORM_IN,,RxNorm:IN
glyphosate,,RXNORM_IN,,RxNorm:IN
goat milk allergenic extract,,RXNORM_IN,,RxNorm:IN
gold,,RXNORM_IN,,RxNorm:IN
gold cation (1+),,RXNORM_IN,,RxNorm:IN
gold cation (3+),,RXNORM_IN,,RxNorm:IN
gold keratinate,,RXNORM_IN,,RxNorm:IN
gold monoiodide,,RXNORM_IN,,RxNorm:IN
gold monosulfide,,RXNORM_IN,,RxNorm:IN
gold tribromide,,RXNORM_IN,,RxNorm:IN
gold trichloride,,RXNORM_IN,,RxNorm:IN
golden chain pollen extract,,RXNORM_IN,,RxNorm:IN
goldenseal extract,,RXNORM_IN,,RxNorm:IN
golimumab,,RXNORM_IN,,RxNorm:IN
golodirsen,,RXNORM_IN,,RxNorm:IN
golotimod,,RXNORM_IN,,RxNorm:IN
gonadotropin releasing factor analog-diphtheria toxoid conjugate,,RXNORM_IN,,RxNorm:IN
"gonadotropin releasing hormone, D-Arg(6) ethyl amide acetate",,RXNORM_IN,,RxNorm:IN
gonorrheal urethral secretion human,,RXNORM_IN,,RxNorm:IN
goose allergenic extract,,RXNORM_IN,,RxNorm:IN
goose feather extract,,RXNORM_IN,,RxNorm:IN
Gossypium barbadense leaf extract,,RXNORM_IN,,RxNorm:IN
Gossypium herbaceum flower extract,,RXNORM_IN,,RxNorm:IN
Gossypium herbaceum root bark extract,,RXNORM_IN,,RxNorm:IN
Gossypium herbaceum seed resin,,RXNORM_IN,,RxNorm:IN
Gossypium herbaceum whole extract,,RXNORM_IN,,RxNorm:IN
Gossypium hirsutum leaf extract,,RXNORM_IN,,RxNorm:IN
Gossypium hirsutum whole extract,,RXNORM_IN,,RxNorm:IN
gotu kola extract,,RXNORM_IN,,RxNorm:IN
gozetotide,,RXNORM_IN,,RxNorm:IN
Gracilaria gracilis whole extract,,RXNORM_IN,,RxNorm:IN
grain mill dust allergenic extract,,RXNORM_IN,,RxNorm:IN
grama grass pollen extract,,RXNORM_IN,,RxNorm:IN
gramicidin,,RXNORM_IN,,RxNorm:IN
grape extract,,RXNORM_IN,,RxNorm:IN
grape seed,,RXNORM_IN,,RxNorm:IN
grape seed extract,,RXNORM_IN,,RxNorm:IN
grape seed oil,,RXNORM_IN,,RxNorm:IN
grape seed proanthocyanidins,,RXNORM_IN,,RxNorm:IN
grapefruit allergenic extract,,RXNORM_IN,,RxNorm:IN
grapefruit extract,,RXNORM_IN,,RxNorm:IN
grapefruit juice,,RXNORM_IN,,RxNorm:IN
grapefruit oil,,RXNORM_IN,,RxNorm:IN
grapefruit peel extract,,RXNORM_IN,,RxNorm:IN
grapefruit seed extract,,RXNORM_IN,,RxNorm:IN
grapefruit seed oil,,RXNORM_IN,,RxNorm:IN
grapiprant,,RXNORM_IN,,RxNorm:IN
Graptophyllum pictum whole extract,,RXNORM_IN,,RxNorm:IN
Gratiola officinalis extract,,RXNORM_IN,,RxNorm:IN
gray birch pollen extract,,RXNORM_IN,,RxNorm:IN
grazoprevir,,RXNORM_IN,,RxNorm:IN
greasewood pollen extract,,RXNORM_IN,,RxNorm:IN
greater celandine,,RXNORM_IN,,RxNorm:IN
greater galangal extract,,RXNORM_IN,,RxNorm:IN
green ash pollen extract,,RXNORM_IN,,RxNorm:IN
green bell pepper allergenic extract,,RXNORM_IN,,RxNorm:IN
green bell pepper extract,,RXNORM_IN,,RxNorm:IN
green english pea allergenic extract,,RXNORM_IN,,RxNorm:IN
green olive allergenic extract,,RXNORM_IN,,RxNorm:IN
green peppercorn extract,,RXNORM_IN,,RxNorm:IN
green tea extract,,RXNORM_IN,,RxNorm:IN
green tea leaf extract,,RXNORM_IN,,RxNorm:IN
grepafloxacin,,RXNORM_IN,,RxNorm:IN
Grevillea buxifolia flower extract,,RXNORM_IN,,RxNorm:IN
Grevillea speciosa flower extract,,RXNORM_IN,,RxNorm:IN
Griffonia preparation,,RXNORM_IN,,RxNorm:IN
Griffonia simplicifolia seed extract,,RXNORM_IN,,RxNorm:IN
Grifola frondosa whole extract,,RXNORM_IN,,RxNorm:IN
Grindelia ciliata pollen extract,,RXNORM_IN,,RxNorm:IN
Grindelia hirsutula flowering top extract,,RXNORM_IN,,RxNorm:IN
Grindelia hirsutula whole extract,,RXNORM_IN,,RxNorm:IN
Grindelia squarrosa flowering top extract,,RXNORM_IN,,RxNorm:IN
Grindelia squarrosa whole extract,,RXNORM_IN,,RxNorm:IN
groundsel pollen extract,,RXNORM_IN,,RxNorm:IN
Gryllus bimaculatus extract,,RXNORM_IN,,RxNorm:IN
guaiac,,RXNORM_IN,,RxNorm:IN
guaiacol,,RXNORM_IN,,RxNorm:IN
guaiacol ethylglycolate,,RXNORM_IN,,RxNorm:IN
guaiacolsulfonate,,RXNORM_IN,,RxNorm:IN
guaiacolsulfonic acid,,RXNORM_IN,,RxNorm:IN
Guaiacum officinale resin,,RXNORM_IN,,RxNorm:IN
Guaiacum officinale wood extract,,RXNORM_IN,,RxNorm:IN
Guaiacum officinale wood oil,,RXNORM_IN,,RxNorm:IN
Guaiacum sanctum resin,,RXNORM_IN,,RxNorm:IN
guaiazulene,,RXNORM_IN,,RxNorm:IN
guaietolin,,RXNORM_IN,,RxNorm:IN
guaiol,,RXNORM_IN,,RxNorm:IN
guanabenz,,RXNORM_IN,,RxNorm:IN
guanadrel,,RXNORM_IN,,RxNorm:IN
guanethidine,,RXNORM_IN,,RxNorm:IN
guanfacine,,RXNORM_IN,,RxNorm:IN
guanidine,,RXNORM_IN,,RxNorm:IN
guanine,,RXNORM_IN,,RxNorm:IN
guanosine,,RXNORM_IN,,RxNorm:IN
guanylcystamine,,RXNORM_IN,,RxNorm:IN
guar gum,,RXNORM_IN,,RxNorm:IN
guar hydroxypropyltrimonium (1.7 substituents per saccharide),,RXNORM_IN,,RxNorm:IN
guarana preparation,,RXNORM_IN,,RxNorm:IN
guaraprolose (1300 MPA.S at 1%),,RXNORM_IN,,RxNorm:IN
Guarea guidonia bark extract,,RXNORM_IN,,RxNorm:IN
guava extract,,RXNORM_IN,,RxNorm:IN
guava juice,,RXNORM_IN,,RxNorm:IN
Guazuma ulmifolia leaf extract,,RXNORM_IN,,RxNorm:IN
guggul lipids,,RXNORM_IN,,RxNorm:IN
gugulu extract,,RXNORM_IN,,RxNorm:IN
guinea pig dander,,RXNORM_IN,,RxNorm:IN
guinea pig hair extract,,RXNORM_IN,,RxNorm:IN
guinea pig skin extract,,RXNORM_IN,,RxNorm:IN
Guizotia abyssinica seed oil,,RXNORM_IN,,RxNorm:IN
gum talha extract,,RXNORM_IN,,RxNorm:IN
guselkumab,,RXNORM_IN,,RxNorm:IN
Gymnadenia conopsea whole extract,,RXNORM_IN,,RxNorm:IN
Gymnema sylvestre leaf extract,,RXNORM_IN,,RxNorm:IN
Gymnema sylvestre preparation,,RXNORM_IN,,RxNorm:IN
Gynostemma pentaphyllum leaf extract,,RXNORM_IN,,RxNorm:IN
Gynostemma pentaphyllum top extract,,RXNORM_IN,,RxNorm:IN
Gynostemma pentaphyllum whole extract,,RXNORM_IN,,RxNorm:IN
Gypsophila paniculata root extract,,RXNORM_IN,,RxNorm:IN
habanero extract,,RXNORM_IN,,RxNorm:IN
Haberlea rhodopensis leaf extract,,RXNORM_IN,,RxNorm:IN
Haberlea rhodopensis whole extract,,RXNORM_IN,,RxNorm:IN
hackberry pollen extract,,RXNORM_IN,,RxNorm:IN
haddock allergenic extract,,RXNORM_IN,,RxNorm:IN
Haematococcus pluvialis extract,,RXNORM_IN,,RxNorm:IN
Haematonectria haematococca allergenic extract,,RXNORM_IN,,RxNorm:IN
Haemophilus capsular oligosaccharide,,RXNORM_IN,,RxNorm:IN
Haemophilus influenzae,,RXNORM_IN,,RxNorm:IN
Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine,,RXNORM_IN,,RxNorm:IN
haemophilus influenzae immunoserum rabbit,,RXNORM_IN,,RxNorm:IN
Haemophilus influenzae type b,,RXNORM_IN,,RxNorm:IN
"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",,RXNORM_IN,,RxNorm:IN
hafnium,,RXNORM_IN,,RxNorm:IN
Hagenia abyssinica flower extract,,RXNORM_IN,,RxNorm:IN
halazepam,,RXNORM_IN,,RxNorm:IN
halazone,,RXNORM_IN,,RxNorm:IN
halibut liver oil,,RXNORM_IN,,RxNorm:IN
Halimeda opuntia extract,,RXNORM_IN,,RxNorm:IN
halobetasol,,RXNORM_IN,,RxNorm:IN
halofantrine,,RXNORM_IN,,RxNorm:IN
halometasone,,RXNORM_IN,,RxNorm:IN
haloprogin,,RXNORM_IN,,RxNorm:IN
halothane,,RXNORM_IN,,RxNorm:IN
Hamamelis virginiana bark extract,,RXNORM_IN,,RxNorm:IN
Hamamelis virginiana flower water extract,,RXNORM_IN,,RxNorm:IN
Hamamelis virginiana leaf extract,,RXNORM_IN,,RxNorm:IN
Hamamelis virginiana leaf water extract,,RXNORM_IN,,RxNorm:IN
Hamamelis virginiana root bark-stem bark extract,,RXNORM_IN,,RxNorm:IN
Hamamelis virginiana top extract,,RXNORM_IN,,RxNorm:IN
Hamamelis virginiana top water extract,,RXNORM_IN,,RxNorm:IN
Hamamelis virginiana whole extract,,RXNORM_IN,,RxNorm:IN
hamster skin extract,,RXNORM_IN,,RxNorm:IN
hard fat,,RXNORM_IN,,RxNorm:IN
hard maple pollen extract,,RXNORM_IN,,RxNorm:IN
Harpagophytum procumbens whole extract,,RXNORM_IN,,RxNorm:IN
harpagoside,,RXNORM_IN,,RxNorm:IN
Harrisia pomanensis stem extract,,RXNORM_IN,,RxNorm:IN
Haslea ostrearia whole extract,,RXNORM_IN,,RxNorm:IN
hawthorn berry,,RXNORM_IN,,RxNorm:IN
hawthorn berry extract,,RXNORM_IN,,RxNorm:IN
hawthorn flower extract,,RXNORM_IN,,RxNorm:IN
hawthorn flowering top extract,,RXNORM_IN,,RxNorm:IN
hawthorn leaf with flower extract,,RXNORM_IN,,RxNorm:IN
hawthorn preparation,,RXNORM_IN,,RxNorm:IN
hazelnut allergenic extract,,RXNORM_IN,,RxNorm:IN
hazelnut pollen extract,,RXNORM_IN,,RxNorm:IN
HC blue no. 2,,RXNORM_IN,,RxNorm:IN
HC red no. 3,,RXNORM_IN,,RxNorm:IN
HC yellow no. 2,,RXNORM_IN,,RxNorm:IN
HC yellow no. 4,,RXNORM_IN,,RxNorm:IN
HC yellow no. 5,,RXNORM_IN,,RxNorm:IN
heather pollen extract,,RXNORM_IN,,RxNorm:IN
heavy mineral oil,,RXNORM_IN,,RxNorm:IN
hectorite,,RXNORM_IN,,RxNorm:IN
Hedeoma pulegioides extract,,RXNORM_IN,,RxNorm:IN
Hedeoma pulegioides leaf oil,,RXNORM_IN,,RxNorm:IN
Hedera helix flowering twig extract,,RXNORM_IN,,RxNorm:IN
Hedera helix leaf extract,,RXNORM_IN,,RxNorm:IN
Hedera helix top extract,,RXNORM_IN,,RxNorm:IN
hederagenin,,RXNORM_IN,,RxNorm:IN
Hedychium coronarium root extract,,RXNORM_IN,,RxNorm:IN
Hedychium flavescens whole extract,,RXNORM_IN,,RxNorm:IN
Hedychium spicatum root extract,,RXNORM_IN,,RxNorm:IN
Hedychium spicatum whole extract,,RXNORM_IN,,RxNorm:IN
Hekla lava,,RXNORM_IN,,RxNorm:IN
Helianthemum canadense extract,,RXNORM_IN,,RxNorm:IN
Helianthemum nummularium flower extract,,RXNORM_IN,,RxNorm:IN
Helianthemum nummularium whole extract,,RXNORM_IN,,RxNorm:IN
Helianthus annuus flowering top extract,,RXNORM_IN,,RxNorm:IN
Helianthus annuus seed wax extract,,RXNORM_IN,,RxNorm:IN
Helianthus annuus seedcake extract,,RXNORM_IN,,RxNorm:IN
Helianthus annuus sprout extract,,RXNORM_IN,,RxNorm:IN
Helianthus annuus whole extract,,RXNORM_IN,,RxNorm:IN
Helichrysum arenarium flower extract,,RXNORM_IN,,RxNorm:IN
Helichrysum arenarium whole extract,,RXNORM_IN,,RxNorm:IN
Helichrysum gymnocephalum whole extract,,RXNORM_IN,,RxNorm:IN
Helichrysum italicum flower extract,,RXNORM_IN,,RxNorm:IN
Helichrysum italicum flower oil,,RXNORM_IN,,RxNorm:IN
Helichrysum italicum flowering top extract,,RXNORM_IN,,RxNorm:IN
Helichrysum litoreum whole extract,,RXNORM_IN,,RxNorm:IN
helicidine,,RXNORM_IN,,RxNorm:IN
helicin,,RXNORM_IN,,RxNorm:IN
Helicobacter pylori,,RXNORM_IN,,RxNorm:IN
"heliotropine butane-2,3-diol acetal",,RXNORM_IN,,RxNorm:IN
helium,,RXNORM_IN,,RxNorm:IN
Helleborus extract,,RXNORM_IN,,RxNorm:IN
Helleborus niger root extract,,RXNORM_IN,,RxNorm:IN
Helleborus niger whole extract,,RXNORM_IN,,RxNorm:IN
Helminthosporium solani allergenic extract,,RXNORM_IN,,RxNorm:IN
Heloderma horridum venom,,RXNORM_IN,,RxNorm:IN
hematoporphyrin,,RXNORM_IN,,RxNorm:IN
heme arginate,,RXNORM_IN,,RxNorm:IN
heme iron polypeptide,,RXNORM_IN,,RxNorm:IN
hemicellulase,,RXNORM_IN,,RxNorm:IN
Hemidesmus indicus root extract,,RXNORM_IN,,RxNorm:IN
hemin,,RXNORM_IN,,RxNorm:IN
hemp,,RXNORM_IN,,RxNorm:IN
heparan sulfate,,RXNORM_IN,,RxNorm:IN
heparin,,RXNORM_IN,,RxNorm:IN
heparinoids,,RXNORM_IN,,RxNorm:IN
hepatitis A vaccine (inactivated) strain HM175,,RXNORM_IN,,RxNorm:IN
hepatitis A virus,,RXNORM_IN,,RxNorm:IN
"hepatitis A virus strain CR 326F antigen, inactivated",,RXNORM_IN,,RxNorm:IN
hepatitis B immune globulin,,RXNORM_IN,,RxNorm:IN
hepatitis B surface antigen vaccine,,RXNORM_IN,,RxNorm:IN
hepatitis B virus,,RXNORM_IN,,RxNorm:IN
hepatitis B virus subtype ADW2 HBsAg surface protein antigen,,RXNORM_IN,,RxNorm:IN
hepatitis C virus,,RXNORM_IN,,RxNorm:IN
hepatitis nosodes,,RXNORM_IN,,RxNorm:IN
heptaminol,,RXNORM_IN,,RxNorm:IN
heptanal,,RXNORM_IN,,RxNorm:IN
heptane,,RXNORM_IN,,RxNorm:IN
heptanoic acid,,RXNORM_IN,,RxNorm:IN
heptyl glucoside,,RXNORM_IN,,RxNorm:IN
heptyl undecylenate,,RXNORM_IN,,RxNorm:IN
heptylundecyl hydroxystearate,,RXNORM_IN,,RxNorm:IN
Heracleum hemsleyanum whole extract,,RXNORM_IN,,RxNorm:IN
Hericium americanum fruiting body extract,,RXNORM_IN,,RxNorm:IN
Hericium americanum whole extract,,RXNORM_IN,,RxNorm:IN
Hericium erinaceus fruiting body extract,,RXNORM_IN,,RxNorm:IN
heroin,,RXNORM_IN,,RxNorm:IN
"herpesvirus 1, human",,RXNORM_IN,,RxNorm:IN
"herpesvirus 2, human",,RXNORM_IN,,RxNorm:IN
"herpesvirus 3, human",,RXNORM_IN,,RxNorm:IN
"herpesvirus 5, human",,RXNORM_IN,,RxNorm:IN
"herpesvirus 6, human",,RXNORM_IN,,RxNorm:IN
herring allergenic extract,,RXNORM_IN,,RxNorm:IN
herring sperm DNA,,RXNORM_IN,,RxNorm:IN
hesperadin,,RXNORM_IN,,RxNorm:IN
hesperetin,,RXNORM_IN,,RxNorm:IN
hesperetin laurate,,RXNORM_IN,,RxNorm:IN
hesperidin,,RXNORM_IN,,RxNorm:IN
hetacillin,,RXNORM_IN,,RxNorm:IN
hetastarch,,RXNORM_IN,,RxNorm:IN
Heterotheca inuloides flower extract,,RXNORM_IN,,RxNorm:IN
hexachlorophene,,RXNORM_IN,,RxNorm:IN
hexacosanoate,,RXNORM_IN,,RxNorm:IN
hexacosyl glycol,,RXNORM_IN,,RxNorm:IN
hexadecanal,,RXNORM_IN,,RxNorm:IN
hexadecanamide,,RXNORM_IN,,RxNorm:IN
hexadecane,,RXNORM_IN,,RxNorm:IN
hexadecanolactone,,RXNORM_IN,,RxNorm:IN
hexadecene (mixed isomers),,RXNORM_IN,,RxNorm:IN
hexadecyl povidone (4 hexadecyl branches-repeat),,RXNORM_IN,,RxNorm:IN
hexafluorenium,,RXNORM_IN,,RxNorm:IN
hexafluorosilicate,,RXNORM_IN,,RxNorm:IN
"hexahydro-4,7-methanoinden-6-yl propionate",,RXNORM_IN,,RxNorm:IN
hexametaphosphate,,RXNORM_IN,,RxNorm:IN
hexamethylcyclotrisiloxane,,RXNORM_IN,,RxNorm:IN
hexamethyldisilazane,,RXNORM_IN,,RxNorm:IN
hexamethyldisiloxane,,RXNORM_IN,,RxNorm:IN
hexamethylene diisocyanate-trimethylol hexyllactone crosspolymer,,RXNORM_IN,,RxNorm:IN
hexamethylindanopyran,,RXNORM_IN,,RxNorm:IN
hexamidine,,RXNORM_IN,,RxNorm:IN
hexane,,RXNORM_IN,,RxNorm:IN
hexanediol,,RXNORM_IN,,RxNorm:IN
hexanoyl dipeptide-3 norleucine acetate,,RXNORM_IN,,RxNorm:IN
hexapeptide-10,,RXNORM_IN,,RxNorm:IN
hexapeptide-11,,RXNORM_IN,,RxNorm:IN
hexapeptide-49,,RXNORM_IN,,RxNorm:IN
hexapeptide-9,,RXNORM_IN,,RxNorm:IN
Hexaplex trunculus hypobranchial gland juice,,RXNORM_IN,,RxNorm:IN
"hexenyl acetate, (2Z)-",,RXNORM_IN,,RxNorm:IN
hexetidine,,RXNORM_IN,,RxNorm:IN
hexobarbital,,RXNORM_IN,,RxNorm:IN
hexobendine,,RXNORM_IN,,RxNorm:IN
hexocyclium,,RXNORM_IN,,RxNorm:IN
hexoprenaline,,RXNORM_IN,,RxNorm:IN
hexyl 5-aminolevulinate,,RXNORM_IN,,RxNorm:IN
hexyl acetate,,RXNORM_IN,,RxNorm:IN
hexyl cinnamate,,RXNORM_IN,,RxNorm:IN
hexyl decanoate,,RXNORM_IN,,RxNorm:IN
hexyl hexanoate,,RXNORM_IN,,RxNorm:IN
hexyl laurate,,RXNORM_IN,,RxNorm:IN
hexyl salicylate,,RXNORM_IN,,RxNorm:IN
hexylcaine,,RXNORM_IN,,RxNorm:IN
hexyldecanol,,RXNORM_IN,,RxNorm:IN
hexyldecyl isostearate,,RXNORM_IN,,RxNorm:IN
hexyldecyl laurate,,RXNORM_IN,,RxNorm:IN
hexyldecyl myristoyl methylaminopropionate,,RXNORM_IN,,RxNorm:IN
hexyldecyl stearate,,RXNORM_IN,,RxNorm:IN
hexylene glycol,,RXNORM_IN,,RxNorm:IN
hexylnicotinate,,RXNORM_IN,,RxNorm:IN
hexylresorcinol,,RXNORM_IN,,RxNorm:IN
Hibiscus bifurcatus whole extract,,RXNORM_IN,,RxNorm:IN
Hibiscus laevis flower extract,,RXNORM_IN,,RxNorm:IN
Hibiscus lunariifolius whole extract,,RXNORM_IN,,RxNorm:IN
Hibiscus mutabilis flower extract,,RXNORM_IN,,RxNorm:IN
Hibiscus rosa-sinensis flower extract,,RXNORM_IN,,RxNorm:IN
Hibiscus rosa-sinensis flowering top extract,,RXNORM_IN,,RxNorm:IN
Hibiscus rosa-sinensis leaf extract,,RXNORM_IN,,RxNorm:IN
Hibiscus rosa-sinensis whole extract,,RXNORM_IN,,RxNorm:IN
Hibiscus sabdariffa calyx extract,,RXNORM_IN,,RxNorm:IN
Hibiscus sabdariffa flower extract,,RXNORM_IN,,RxNorm:IN
Hibiscus sabdariffa seed oil,,RXNORM_IN,,RxNorm:IN
Hibiscus sabdariffa whole extract,,RXNORM_IN,,RxNorm:IN
Hibiscus syriacus bark extract,,RXNORM_IN,,RxNorm:IN
Hibiscus syriacus seed extract,,RXNORM_IN,,RxNorm:IN
Hieracium pilosella flowering top,,RXNORM_IN,,RxNorm:IN
Hieracium pilosella whole extract,,RXNORM_IN,,RxNorm:IN
high fructose corn syrup,,RXNORM_IN,,RxNorm:IN
high-density polyethylene,,RXNORM_IN,,RxNorm:IN
highbush blueberry extract,,RXNORM_IN,,RxNorm:IN
Himanthalia elongata extract,,RXNORM_IN,,RxNorm:IN
Himatanthus lancifolius bark extract,,RXNORM_IN,,RxNorm:IN
Hippeastrum puniceum whole extract,,RXNORM_IN,,RxNorm:IN
Hippomane mancinella fruiting leafy twig extract,,RXNORM_IN,,RxNorm:IN
Hippophae rhamnoides fruit extract,,RXNORM_IN,,RxNorm:IN
Hippophae rhamnoides fruit juice,,RXNORM_IN,,RxNorm:IN
Hippophae rhamnoides fruit oil,,RXNORM_IN,,RxNorm:IN
Hippophae rhamnoides seed extract,,RXNORM_IN,,RxNorm:IN
Hippophae rhamnoides seed oil,,RXNORM_IN,,RxNorm:IN
Hippophae rhamnoides whole extract,,RXNORM_IN,,RxNorm:IN
hippurate,,RXNORM_IN,,RxNorm:IN
hirudin,,RXNORM_IN,,RxNorm:IN
histamine,,RXNORM_IN,,RxNorm:IN
"histidinal, L-",,RXNORM_IN,,RxNorm:IN
histidine,,RXNORM_IN,,RxNorm:IN
histoplasmin,,RXNORM_IN,,RxNorm:IN
histrelin,,RXNORM_IN,,RxNorm:IN
hog epithelia extract,,RXNORM_IN,,RxNorm:IN
hog hair extract,,RXNORM_IN,,RxNorm:IN
hog skin extract,,RXNORM_IN,,RxNorm:IN
Holarrhena pubescens bark extract,,RXNORM_IN,,RxNorm:IN
holmium,,RXNORM_IN,,RxNorm:IN
Holodiscus discolor whole extract,,RXNORM_IN,,RxNorm:IN
Holothuria sea cucumber preparation,,RXNORM_IN,,RxNorm:IN
holy basil leaf extract,,RXNORM_IN,,RxNorm:IN
Homalomena occulta root extract,,RXNORM_IN,,RxNorm:IN
homarine,,RXNORM_IN,,RxNorm:IN
homatropine,,RXNORM_IN,,RxNorm:IN
honey bee venom,,RXNORM_IN,,RxNorm:IN
honey locust whole extract,,RXNORM_IN,,RxNorm:IN
honey mushroom extract,,RXNORM_IN,,RxNorm:IN
honey preparation,,RXNORM_IN,,RxNorm:IN
honeydew melon allergenic extract,,RXNORM_IN,,RxNorm:IN
honokiol,,RXNORM_IN,,RxNorm:IN
Hoodia gordonii extract,,RXNORM_IN,,RxNorm:IN
Hoodia gordonii sap extract,,RXNORM_IN,,RxNorm:IN
hops allergenic extract,,RXNORM_IN,,RxNorm:IN
hops extract,,RXNORM_IN,,RxNorm:IN
hops oil,,RXNORM_IN,,RxNorm:IN
hordenine,,RXNORM_IN,,RxNorm:IN
hordeum vulgare root extract,,RXNORM_IN,,RxNorm:IN
Hordeum vulgare top extract,,RXNORM_IN,,RxNorm:IN
Hordeum vulgare whole extract,,RXNORM_IN,,RxNorm:IN
horehound extract,,RXNORM_IN,,RxNorm:IN
horse chestnut preparation,,RXNORM_IN,,RxNorm:IN
horse chestnut seed,,RXNORM_IN,,RxNorm:IN
horse chestnut whole extract,,RXNORM_IN,,RxNorm:IN
horse dander extract,,RXNORM_IN,,RxNorm:IN
horse hair extract,,RXNORM_IN,,RxNorm:IN
horse skin extract,,RXNORM_IN,,RxNorm:IN
horseradish allergenic extract,,RXNORM_IN,,RxNorm:IN
horseradish tree whole extract,,RXNORM_IN,,RxNorm:IN
Hottonia palustris flower extract,,RXNORM_IN,,RxNorm:IN
Hottonia palustris whole extract,,RXNORM_IN,,RxNorm:IN
house dust allergenic extract,,RXNORM_IN,,RxNorm:IN
house fly allergenic extract,,RXNORM_IN,,RxNorm:IN
house fly extract,,RXNORM_IN,,RxNorm:IN
house mouse hair extract,,RXNORM_IN,,RxNorm:IN
house mouse skin extract,,RXNORM_IN,,RxNorm:IN
Houttuynia cordata flowering top extract,,RXNORM_IN,,RxNorm:IN
Houttuynia cordata top extract,,RXNORM_IN,,RxNorm:IN
Houttuynia cordata whole extract,,RXNORM_IN,,RxNorm:IN
Hovenia dulcis fruit extract,,RXNORM_IN,,RxNorm:IN
Hovenia dulcis whole extract,,RXNORM_IN,,RxNorm:IN
human adipose preparation,,RXNORM_IN,,RxNorm:IN
human adrenal gland preparation,,RXNORM_IN,,RxNorm:IN
human breast tumor cell,,RXNORM_IN,,RxNorm:IN
human calcitonin,,RXNORM_IN,,RxNorm:IN
human colostrum,,RXNORM_IN,,RxNorm:IN
human cord blood hematopoietic progenitor cell,,RXNORM_IN,,RxNorm:IN
human dander preparation,,RXNORM_IN,,RxNorm:IN
human embryo tissue preparation,,RXNORM_IN,,RxNorm:IN
human hair preparation,,RXNORM_IN,,RxNorm:IN
human hepatocyte growth factor,,RXNORM_IN,,RxNorm:IN
human ligament preparation,,RXNORM_IN,,RxNorm:IN
human mammary gland preparation,,RXNORM_IN,,RxNorm:IN
human milk preparation,,RXNORM_IN,,RxNorm:IN
human papillomavirus,,RXNORM_IN,,RxNorm:IN
human parathyroid preparation,,RXNORM_IN,,RxNorm:IN
human parvovirus B19 virus,,RXNORM_IN,,RxNorm:IN
human placenta hydrolysate,,RXNORM_IN,,RxNorm:IN
human placental tissue preparation,,RXNORM_IN,,RxNorm:IN
human plasma preparation,,RXNORM_IN,,RxNorm:IN
human skin preparation,,RXNORM_IN,,RxNorm:IN
"human sputum, Bordetella pertussis infected",,RXNORM_IN,,RxNorm:IN
human vaccinia immune globulin,,RXNORM_IN,,RxNorm:IN
human-bovine reassortant rotavirus strain G1 vaccine,,RXNORM_IN,,RxNorm:IN
human-bovine reassortant rotavirus strain G2 vaccine,,RXNORM_IN,,RxNorm:IN
human-bovine reassortant rotavirus strain G3 vaccine,,RXNORM_IN,,RxNorm:IN
human-bovine reassortant rotavirus strain G4 vaccine,,RXNORM_IN,,RxNorm:IN
human-bovine reassortant rotavirus strain P1A[8] vaccine,,RXNORM_IN,,RxNorm:IN
Humicola grisea allergenic extract,,RXNORM_IN,,RxNorm:IN
humulene,,RXNORM_IN,,RxNorm:IN
Humulus lupulus pollen extract,,RXNORM_IN,,RxNorm:IN
Humulus lupulus stem extract,,RXNORM_IN,,RxNorm:IN
Humulus lupulus whole extract,,RXNORM_IN,,RxNorm:IN
Huperzia serrata extract,,RXNORM_IN,,RxNorm:IN
huperzine A,,RXNORM_IN,,RxNorm:IN
Hura crepitans sap extract,,RXNORM_IN,,RxNorm:IN
hyacinth bean extract,,RXNORM_IN,,RxNorm:IN
Hyacinthoides non-scripta extract,,RXNORM_IN,,RxNorm:IN
Hyacinthus orientalis flower extract,,RXNORM_IN,,RxNorm:IN
Hyacinthus orientalis whole extract,,RXNORM_IN,,RxNorm:IN
hyaluronate,,RXNORM_IN,,RxNorm:IN
hydantoin,,RXNORM_IN,,RxNorm:IN
Hydnocarpus castaneus whole extract,,RXNORM_IN,,RxNorm:IN
Hydnocarpus kurzii seed oil,,RXNORM_IN,,RxNorm:IN
hydracrylic acid,,RXNORM_IN,,RxNorm:IN
hydralazine,,RXNORM_IN,,RxNorm:IN
Hydrangea arborescens root extract,,RXNORM_IN,,RxNorm:IN
Hydrangea arborescens whole extract,,RXNORM_IN,,RxNorm:IN
Hydrangea extract,,RXNORM_IN,,RxNorm:IN
Hydrastis canadensis whole preparation,,RXNORM_IN,,RxNorm:IN
Hydrastis preparation,,RXNORM_IN,,RxNorm:IN
hydrobromic acid,,RXNORM_IN,,RxNorm:IN
hydrochloric acid,,RXNORM_IN,,RxNorm:IN
hydrochlorothiazide,,RXNORM_IN,,RxNorm:IN
hydrocodone,,RXNORM_IN,,RxNorm:IN
hydroflumethiazide,,RXNORM_IN,,RxNorm:IN
hydrofluoric acid,,RXNORM_IN,,RxNorm:IN
hydrogen,,RXNORM_IN,,RxNorm:IN
hydrogen cation,,RXNORM_IN,,RxNorm:IN
hydrogen cyanide,,RXNORM_IN,,RxNorm:IN
